"ID","C1","C2","C3","C4","C5"
1,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
2,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
3,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
4,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
5,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
6,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
7,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
8,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
9,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
10,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
11,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
12,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
13,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
14,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
15,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
16,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
17,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
18,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
19,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
20,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
21,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
22,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
23,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
24,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
25,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
26,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
27,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
28,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
29,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
30,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
31,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
32,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
33,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
34,0.0775623268698061,0.220221606648199,0.188365650969529,0.343490304709141,0.170360110803324
35,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
36,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
37,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
38,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
39,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
40,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
41,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
42,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
43,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
44,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
45,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
46,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
47,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
48,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
49,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
50,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
51,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
52,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
53,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
54,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
55,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
56,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
57,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
58,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
59,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
60,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
61,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
62,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
63,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
64,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
65,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
66,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
67,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
68,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
69,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
70,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
71,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
72,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
73,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
74,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
75,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
76,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
77,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
78,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
79,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
80,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
81,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
82,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
83,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
84,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
85,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
86,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
87,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
88,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
89,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
90,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
91,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
92,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
93,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
94,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
95,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
96,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
97,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
98,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
99,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
100,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
101,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
102,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
103,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
104,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
105,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
106,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
107,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
108,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
109,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
110,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
111,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
112,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
113,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
114,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
115,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
116,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
117,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
118,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
119,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
120,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
121,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
122,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
123,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
124,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
125,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
126,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
127,0.491826381059752,0.200394588500564,0.140078917700113,0.0834272829763247,0.0842728297632469
128,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
129,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
130,0.114266653959783,0.196797865243496,0.210425998284571,0.232821881254169,0.245687601257982
